operator,workload,parameters,flagos_time_ms,baseline_time_ms,speedup,flagos_gflops,baseline_gflops
fused_moe,kimi_k2.6_decode_num_tokens1,"hidden_size=7168, intermediate_size=2048, num_experts=384, topk=8, dtype=bf16, num_tokens=1",0.4147,0.3177,0.7661,1699.17,2217.81
fused_moe,qwen3.6_35b_a3b_decode_num_tokens1,"hidden_size=2048, intermediate_size=512, num_experts=256, topk=8, dtype=bf16, num_tokens=1",0.4112,0.1595,0.3879,122.41,315.49
fused_moe,qwen3.6_35b_a3b_decode_num_tokens8,"hidden_size=2048, intermediate_size=512, num_experts=256, topk=8, dtype=bf16, num_tokens=8",0.4112,0.2292,0.5574,979.22,1757.15
fused_moe,qwen3.6_35b_a3b_decode_num_tokens32,"hidden_size=2048, intermediate_size=512, num_experts=256, topk=8, dtype=bf16, num_tokens=32",0.5320,0.4579,0.8607,3027.62,3517.06
fused_moe,qwen3.6_35b_a3b_decode_num_tokens64,"hidden_size=2048, intermediate_size=512, num_experts=256, topk=8, dtype=bf16, num_tokens=64",0.6217,0.7366,1.1848,5180.93,4373.21
fused_moe,qwen3.6_35b_a3b_mixed_num_tokens128,"hidden_size=2048, intermediate_size=512, num_experts=256, topk=8, dtype=bf16, num_tokens=128",0.6836,0.9382,1.3724,9424.15,6866.64
fused_moe,qwen3.6_35b_a3b_mixed_num_tokens256,"hidden_size=2048, intermediate_size=512, num_experts=256, topk=8, dtype=bf16, num_tokens=256",0.7057,0.9475,1.3426,18259.49,13598.96
fused_moe,qwen3.6_35b_a3b_prefill_num_tokens512,"hidden_size=2048, intermediate_size=512, num_experts=256, topk=8, dtype=bf16, num_tokens=512",0.8010,0.9573,1.1951,32173.02,26919.41
fused_moe,qwen3.6_35b_a3b_prefill_num_tokens1024,"hidden_size=2048, intermediate_size=512, num_experts=256, topk=8, dtype=bf16, num_tokens=1024",1.1032,1.8920,1.7150,46718.71,27240.13
fused_moe,qwen3.6_35b_a3b_prefill_num_tokens2048,"hidden_size=2048, intermediate_size=512, num_experts=256, topk=8, dtype=bf16, num_tokens=2048",1.5029,1.9312,1.2850,68588.15,53376.88
fused_moe,qwen3.6_35b_a3b_prefill_num_tokens4096,"hidden_size=2048, intermediate_size=512, num_experts=256, topk=8, dtype=bf16, num_tokens=4096",2.9152,2.7806,0.9538,70719.27,74142.80
fused_moe,qwen3.8-2.4t-a95b_decode_num_tokens1,"hidden_size=8192, intermediate_size=2048, num_experts=512, topk=10, dtype=bf16, num_tokens=1",0.4518,0.3834,0.8486,2227.91,2625.27
fused_q_kv_rmsnorm,deepseek_v3.2_decode_num_tokens1,"hidden_size=7168, num_heads=128, head_dim=192, dtype=bf16, q_lora_rank=1536, kv_lora_rank=512, num_tokens=1",0.0381,0.0339,0.8898,0.21,0.24
fused_q_kv_rmsnorm,deepseek_v3.2_decode_num_tokens8,"hidden_size=7168, num_heads=128, head_dim=192, dtype=bf16, q_lora_rank=1536, kv_lora_rank=512, num_tokens=8",0.0380,0.0320,0.8421,1.73,2.05
fused_q_kv_rmsnorm,deepseek_v3.2_decode_num_tokens32,"hidden_size=7168, num_heads=128, head_dim=192, dtype=bf16, q_lora_rank=1536, kv_lora_rank=512, num_tokens=32",0.0364,0.0336,0.9231,7.20,7.81
fused_q_kv_rmsnorm,deepseek_v3.2_decode_num_tokens64,"hidden_size=7168, num_heads=128, head_dim=192, dtype=bf16, q_lora_rank=1536, kv_lora_rank=512, num_tokens=64",0.0362,0.0389,1.0746,14.49,13.47
fused_q_kv_rmsnorm,deepseek_v3.2_mixed_num_tokens128,"hidden_size=7168, num_heads=128, head_dim=192, dtype=bf16, q_lora_rank=1536, kv_lora_rank=512, num_tokens=128",0.0359,0.0326,0.9081,29.23,32.14
fused_q_kv_rmsnorm,deepseek_v3.2_mixed_num_tokens256,"hidden_size=7168, num_heads=128, head_dim=192, dtype=bf16, q_lora_rank=1536, kv_lora_rank=512, num_tokens=256",0.0063,0.0330,5.2381,330.89,63.59
fused_q_kv_rmsnorm,deepseek_v3.2_prefill_num_tokens512,"hidden_size=7168, num_heads=128, head_dim=192, dtype=bf16, q_lora_rank=1536, kv_lora_rank=512, num_tokens=512",0.0361,0.0321,0.8892,116.24,130.72
fused_q_kv_rmsnorm,deepseek_v3.2_prefill_num_tokens1024,"hidden_size=7168, num_heads=128, head_dim=192, dtype=bf16, q_lora_rank=1536, kv_lora_rank=512, num_tokens=1024",0.0363,0.0323,0.8898,230.96,259.34
fused_q_kv_rmsnorm,deepseek_v3.2_prefill_num_tokens2048,"hidden_size=7168, num_heads=128, head_dim=192, dtype=bf16, q_lora_rank=1536, kv_lora_rank=512, num_tokens=2048",0.0362,0.0342,0.9448,463.57,490.00
fused_q_kv_rmsnorm,deepseek_v3.2_prefill_num_tokens4096,"hidden_size=7168, num_heads=128, head_dim=192, dtype=bf16, q_lora_rank=1536, kv_lora_rank=512, num_tokens=4096",0.0423,0.0393,0.9291,794.18,853.95
fused_q_kv_rmsnorm,deepseek_v4_flash_decode_num_tokens1,"hidden_size=4096, num_heads=64, head_dim=512, dtype=bf16, q_lora_rank=1024, num_tokens=1",0.0365,0.0367,1.0055,0.17,0.17
fused_q_kv_rmsnorm,deepseek_v4_flash_decode_num_tokens8,"hidden_size=4096, num_heads=64, head_dim=512, dtype=bf16, q_lora_rank=1024, num_tokens=8",0.0365,0.0321,0.8795,1.35,1.53
fused_q_kv_rmsnorm,deepseek_v4_flash_decode_num_tokens32,"hidden_size=4096, num_heads=64, head_dim=512, dtype=bf16, q_lora_rank=1024, num_tokens=32",0.0351,0.0319,0.9088,5.61,6.16
fused_q_kv_rmsnorm,deepseek_v4_flash_decode_num_tokens64,"hidden_size=4096, num_heads=64, head_dim=512, dtype=bf16, q_lora_rank=1024, num_tokens=64",0.0367,0.0323,0.8801,10.71,12.17
fused_q_kv_rmsnorm,deepseek_v4_flash_mixed_num_tokens128,"hidden_size=4096, num_heads=64, head_dim=512, dtype=bf16, q_lora_rank=1024, num_tokens=128",0.0364,0.0315,0.8654,21.62,25.00
fused_q_kv_rmsnorm,deepseek_v4_flash_mixed_num_tokens256,"hidden_size=4096, num_heads=64, head_dim=512, dtype=bf16, q_lora_rank=1024, num_tokens=256",0.0365,0.0324,0.8877,43.08,48.62
fused_q_kv_rmsnorm,deepseek_v4_flash_prefill_num_tokens512,"hidden_size=4096, num_heads=64, head_dim=512, dtype=bf16, q_lora_rank=1024, num_tokens=512",0.0355,0.0316,0.8901,88.59,99.54
fused_q_kv_rmsnorm,deepseek_v4_flash_prefill_num_tokens1024,"hidden_size=4096, num_heads=64, head_dim=512, dtype=bf16, q_lora_rank=1024, num_tokens=1024",0.0358,0.0313,0.8743,175.69,201.07
fused_q_kv_rmsnorm,deepseek_v4_flash_prefill_num_tokens2048,"hidden_size=4096, num_heads=64, head_dim=512, dtype=bf16, q_lora_rank=1024, num_tokens=2048",0.0369,0.0321,0.8699,340.79,391.66
fused_q_kv_rmsnorm,deepseek_v4_flash_prefill_num_tokens4096,"hidden_size=4096, num_heads=64, head_dim=512, dtype=bf16, q_lora_rank=1024, num_tokens=4096",0.0378,0.0349,0.9233,665.66,721.39
fused_q_kv_rmsnorm,deepseek_v4_pro_decode_num_tokens1,"hidden_size=7168, num_heads=128, head_dim=512, dtype=bf16, q_lora_rank=1536, num_tokens=1",0.0362,0.0317,0.8757,0.23,0.26
fused_q_kv_rmsnorm,deepseek_v4_pro_decode_num_tokens8,"hidden_size=7168, num_heads=128, head_dim=512, dtype=bf16, q_lora_rank=1536, num_tokens=8",0.0354,0.0317,0.8955,1.85,2.07
fused_q_kv_rmsnorm,deepseek_v4_pro_decode_num_tokens32,"hidden_size=7168, num_heads=128, head_dim=512, dtype=bf16, q_lora_rank=1536, num_tokens=32",0.0375,0.0321,0.8560,6.99,8.18
fused_q_kv_rmsnorm,deepseek_v4_pro_decode_num_tokens64,"hidden_size=7168, num_heads=128, head_dim=512, dtype=bf16, q_lora_rank=1536, num_tokens=64",0.0364,0.0316,0.8681,14.40,16.61
fused_q_kv_rmsnorm,deepseek_v4_pro_mixed_num_tokens128,"hidden_size=7168, num_heads=128, head_dim=512, dtype=bf16, q_lora_rank=1536, num_tokens=128",0.0357,0.0318,0.8908,29.39,33.00
fused_q_kv_rmsnorm,deepseek_v4_pro_mixed_num_tokens256,"hidden_size=7168, num_heads=128, head_dim=512, dtype=bf16, q_lora_rank=1536, num_tokens=256",0.0358,0.0315,0.8799,58.54,66.63
fused_q_kv_rmsnorm,deepseek_v4_pro_prefill_num_tokens512,"hidden_size=7168, num_heads=128, head_dim=512, dtype=bf16, q_lora_rank=1536, num_tokens=512",0.0363,0.0315,0.8678,115.61,133.10
fused_q_kv_rmsnorm,deepseek_v4_pro_prefill_num_tokens1024,"hidden_size=7168, num_heads=128, head_dim=512, dtype=bf16, q_lora_rank=1536, num_tokens=1024",0.0361,0.0412,1.1413,232.38,203.60
fused_q_kv_rmsnorm,deepseek_v4_pro_prefill_num_tokens2048,"hidden_size=7168, num_heads=128, head_dim=512, dtype=bf16, q_lora_rank=1536, num_tokens=2048",0.0367,0.0331,0.9019,456.83,507.17
fused_q_kv_rmsnorm,deepseek_v4_pro_prefill_num_tokens4096,"hidden_size=7168, num_heads=128, head_dim=512, dtype=bf16, q_lora_rank=1536, num_tokens=4096",0.0418,0.0387,0.9258,801.85,867.24
fused_q_kv_rmsnorm,glm_4.7_flash_decode_num_tokens1,"hidden_size=2048, num_heads=20, head_dim=256, dtype=bf16, q_lora_rank=768, kv_lora_rank=512, num_tokens=1",0.0122,0.0328,2.6885,0.42,0.16
fused_q_kv_rmsnorm,glm_4.7_flash_decode_num_tokens8,"hidden_size=2048, num_heads=20, head_dim=256, dtype=bf16, q_lora_rank=768, kv_lora_rank=512, num_tokens=8",0.0366,0.0312,0.8525,1.12,1.31
fused_q_kv_rmsnorm,glm_4.7_flash_decode_num_tokens32,"hidden_size=2048, num_heads=20, head_dim=256, dtype=bf16, q_lora_rank=768, kv_lora_rank=512, num_tokens=32",0.0350,0.0309,0.8829,4.68,5.30
fused_q_kv_rmsnorm,glm_4.7_flash_decode_num_tokens64,"hidden_size=2048, num_heads=20, head_dim=256, dtype=bf16, q_lora_rank=768, kv_lora_rank=512, num_tokens=64",0.0350,0.0312,0.8914,9.36,10.49
fused_q_kv_rmsnorm,glm_4.7_flash_mixed_num_tokens128,"hidden_size=2048, num_heads=20, head_dim=256, dtype=bf16, q_lora_rank=768, kv_lora_rank=512, num_tokens=128",0.0352,0.0409,1.1619,18.63,16.01
fused_q_kv_rmsnorm,glm_4.7_flash_mixed_num_tokens256,"hidden_size=2048, num_heads=20, head_dim=256, dtype=bf16, q_lora_rank=768, kv_lora_rank=512, num_tokens=256",0.0348,0.0320,0.9195,37.64,40.92
fused_q_kv_rmsnorm,glm_4.7_flash_prefill_num_tokens512,"hidden_size=2048, num_heads=20, head_dim=256, dtype=bf16, q_lora_rank=768, kv_lora_rank=512, num_tokens=512",0.0348,0.0321,0.9224,75.29,81.66
fused_q_kv_rmsnorm,glm_4.7_flash_prefill_num_tokens1024,"hidden_size=2048, num_heads=20, head_dim=256, dtype=bf16, q_lora_rank=768, kv_lora_rank=512, num_tokens=1024",0.0353,0.0322,0.9122,148.58,162.64
fused_q_kv_rmsnorm,glm_4.7_flash_prefill_num_tokens2048,"hidden_size=2048, num_heads=20, head_dim=256, dtype=bf16, q_lora_rank=768, kv_lora_rank=512, num_tokens=2048",0.0353,0.0319,0.9037,296.68,328.24
fused_q_kv_rmsnorm,glm_4.7_flash_prefill_num_tokens4096,"hidden_size=2048, num_heads=20, head_dim=256, dtype=bf16, q_lora_rank=768, kv_lora_rank=512, num_tokens=4096",0.0375,0.0348,0.9280,559.50,602.23
fused_q_kv_rmsnorm,glm_5.2_decode_num_tokens1,"hidden_size=6144, num_heads=64, head_dim=192, dtype=bf16, q_lora_rank=2048, kv_lora_rank=512, num_tokens=1",0.0369,0.0330,0.8943,0.28,0.31
fused_q_kv_rmsnorm,glm_5.2_decode_num_tokens8,"hidden_size=6144, num_heads=64, head_dim=192, dtype=bf16, q_lora_rank=2048, kv_lora_rank=512, num_tokens=8",0.0356,0.0318,0.8933,2.30,2.58
fused_q_kv_rmsnorm,glm_5.2_decode_num_tokens32,"hidden_size=6144, num_heads=64, head_dim=192, dtype=bf16, q_lora_rank=2048, kv_lora_rank=512, num_tokens=32",0.0363,0.0322,0.8871,9.04,10.18
fused_q_kv_rmsnorm,glm_5.2_decode_num_tokens64,"hidden_size=6144, num_heads=64, head_dim=192, dtype=bf16, q_lora_rank=2048, kv_lora_rank=512, num_tokens=64",0.0350,0.0318,0.9086,18.71,20.64
fused_q_kv_rmsnorm,glm_5.2_mixed_num_tokens128,"hidden_size=6144, num_heads=64, head_dim=192, dtype=bf16, q_lora_rank=2048, kv_lora_rank=512, num_tokens=128",0.0358,0.0313,0.8743,36.57,41.91
fused_q_kv_rmsnorm,glm_5.2_mixed_num_tokens256,"hidden_size=6144, num_heads=64, head_dim=192, dtype=bf16, q_lora_rank=2048, kv_lora_rank=512, num_tokens=256",0.0357,0.0310,0.8683,73.46,84.48
fused_q_kv_rmsnorm,glm_5.2_prefill_num_tokens512,"hidden_size=6144, num_heads=64, head_dim=192, dtype=bf16, q_lora_rank=2048, kv_lora_rank=512, num_tokens=512",0.0349,0.0317,0.9083,150.24,165.56
fused_q_kv_rmsnorm,glm_5.2_prefill_num_tokens1024,"hidden_size=6144, num_heads=64, head_dim=192, dtype=bf16, q_lora_rank=2048, kv_lora_rank=512, num_tokens=1024",0.0359,0.0313,0.8719,291.96,335.51
fused_q_kv_rmsnorm,glm_5.2_prefill_num_tokens2048,"hidden_size=6144, num_heads=64, head_dim=192, dtype=bf16, q_lora_rank=2048, kv_lora_rank=512, num_tokens=2048",0.0360,0.0328,0.9111,583.04,640.13
fused_q_kv_rmsnorm,glm_5.2_prefill_num_tokens4096,"hidden_size=6144, num_heads=64, head_dim=192, dtype=bf16, q_lora_rank=2048, kv_lora_rank=512, num_tokens=4096",0.0422,0.0393,0.9313,995.06,1067.08
fused_q_kv_rmsnorm,kimi_k2.6_decode_num_tokens1,"hidden_size=7168, num_heads=64, head_dim=192, dtype=bf16, q_lora_rank=1536, kv_lora_rank=512, num_tokens=1",0.0351,0.0316,0.9003,0.23,0.26
fused_q_kv_rmsnorm,kimi_k2.6_decode_num_tokens8,"hidden_size=7168, num_heads=64, head_dim=192, dtype=bf16, q_lora_rank=1536, kv_lora_rank=512, num_tokens=8",0.0349,0.0319,0.9140,1.88,2.05
fused_q_kv_rmsnorm,kimi_k2.6_decode_num_tokens32,"hidden_size=7168, num_heads=64, head_dim=192, dtype=bf16, q_lora_rank=1536, kv_lora_rank=512, num_tokens=32",0.0359,0.0320,0.8914,7.29,8.18
fused_q_kv_rmsnorm,kimi_k2.6_decode_num_tokens64,"hidden_size=7168, num_heads=64, head_dim=192, dtype=bf16, q_lora_rank=1536, kv_lora_rank=512, num_tokens=64",0.0354,0.0314,0.8870,14.83,16.71
fused_q_kv_rmsnorm,kimi_k2.6_mixed_num_tokens128,"hidden_size=7168, num_heads=64, head_dim=192, dtype=bf16, q_lora_rank=1536, kv_lora_rank=512, num_tokens=128",0.0351,0.0313,0.8917,29.91,33.50
fused_q_kv_rmsnorm,kimi_k2.6_mixed_num_tokens256,"hidden_size=7168, num_heads=64, head_dim=192, dtype=bf16, q_lora_rank=1536, kv_lora_rank=512, num_tokens=256",0.0351,0.0319,0.9088,59.82,65.70
fused_q_kv_rmsnorm,kimi_k2.6_prefill_num_tokens512,"hidden_size=7168, num_heads=64, head_dim=192, dtype=bf16, q_lora_rank=1536, kv_lora_rank=512, num_tokens=512",0.0355,0.0317,0.8930,118.20,132.22
fused_q_kv_rmsnorm,kimi_k2.6_prefill_num_tokens1024,"hidden_size=7168, num_heads=64, head_dim=192, dtype=bf16, q_lora_rank=1536, kv_lora_rank=512, num_tokens=1024",0.0359,0.0325,0.9053,233.67,258.31
fused_q_kv_rmsnorm,kimi_k2.6_prefill_num_tokens2048,"hidden_size=7168, num_heads=64, head_dim=192, dtype=bf16, q_lora_rank=1536, kv_lora_rank=512, num_tokens=2048",0.0358,0.0402,1.1229,469.00,417.43
fused_q_kv_rmsnorm,kimi_k2.6_prefill_num_tokens4096,"hidden_size=7168, num_heads=64, head_dim=192, dtype=bf16, q_lora_rank=1536, kv_lora_rank=512, num_tokens=4096",0.0415,0.0388,0.9349,809.31,864.48
fused_q_kv_rmsnorm,kimi_k3_decode_num_tokens1,"hidden_size=7168, num_heads=96, head_dim=192, dtype=bf16, q_lora_rank=1536, kv_lora_rank=512, num_tokens=1",0.0358,0.0323,0.9022,0.23,0.25
fused_q_kv_rmsnorm,kimi_k3_decode_num_tokens8,"hidden_size=7168, num_heads=96, head_dim=192, dtype=bf16, q_lora_rank=1536, kv_lora_rank=512, num_tokens=8",0.0353,0.0313,0.8867,1.86,2.09
fused_q_kv_rmsnorm,kimi_k3_decode_num_tokens32,"hidden_size=7168, num_heads=96, head_dim=192, dtype=bf16, q_lora_rank=1536, kv_lora_rank=512, num_tokens=32",0.0373,0.0330,0.8847,7.03,7.94
fused_q_kv_rmsnorm,kimi_k3_decode_num_tokens64,"hidden_size=7168, num_heads=96, head_dim=192, dtype=bf16, q_lora_rank=1536, kv_lora_rank=512, num_tokens=64",0.0350,0.0383,1.0943,14.99,13.68
fused_q_kv_rmsnorm,kimi_k3_mixed_num_tokens128,"hidden_size=7168, num_heads=96, head_dim=192, dtype=bf16, q_lora_rank=1536, kv_lora_rank=512, num_tokens=128",0.0351,0.0315,0.8974,29.88,33.29
fused_q_kv_rmsnorm,kimi_k3_mixed_num_tokens256,"hidden_size=7168, num_heads=96, head_dim=192, dtype=bf16, q_lora_rank=1536, kv_lora_rank=512, num_tokens=256",0.0346,0.0321,0.9277,60.65,65.40
fused_q_kv_rmsnorm,kimi_k3_prefill_num_tokens512,"hidden_size=7168, num_heads=96, head_dim=192, dtype=bf16, q_lora_rank=1536, kv_lora_rank=512, num_tokens=512",0.0347,0.0318,0.9164,120.75,131.75
fused_q_kv_rmsnorm,kimi_k3_prefill_num_tokens1024,"hidden_size=7168, num_heads=96, head_dim=192, dtype=bf16, q_lora_rank=1536, kv_lora_rank=512, num_tokens=1024",0.0455,0.0320,0.7033,184.51,262.18
fused_q_kv_rmsnorm,kimi_k3_prefill_num_tokens2048,"hidden_size=7168, num_heads=96, head_dim=192, dtype=bf16, q_lora_rank=1536, kv_lora_rank=512, num_tokens=2048",0.0248,0.0328,1.3226,675.72,511.74
fused_q_kv_rmsnorm,kimi_k3_prefill_num_tokens4096,"hidden_size=7168, num_heads=96, head_dim=192, dtype=bf16, q_lora_rank=1536, kv_lora_rank=512, num_tokens=4096",0.0413,0.0390,0.9443,813.18,861.08
fused_q_kv_rmsnorm,qwen3.5_9b_decode_num_tokens1,"hidden_size=4096, num_heads=16, head_dim=256, dtype=bf16, num_tokens=1",0.0384,0.0333,0.8672,0.45,0.52
fused_q_kv_rmsnorm,qwen3.5_9b_decode_num_tokens8,"hidden_size=4096, num_heads=16, head_dim=256, dtype=bf16, num_tokens=8",0.0366,0.0329,0.8989,3.81,4.23
fused_q_kv_rmsnorm,qwen3.5_9b_decode_num_tokens32,"hidden_size=4096, num_heads=16, head_dim=256, dtype=bf16, num_tokens=32",0.0356,0.0318,0.8933,15.65,17.53
fused_q_kv_rmsnorm,qwen3.5_9b_decode_num_tokens64,"hidden_size=4096, num_heads=16, head_dim=256, dtype=bf16, num_tokens=64",0.0353,0.0416,1.1785,31.55,26.81
fused_q_kv_rmsnorm,qwen3.5_9b_mixed_num_tokens128,"hidden_size=4096, num_heads=16, head_dim=256, dtype=bf16, num_tokens=128",0.0364,0.0326,0.8956,61.26,68.31
fused_q_kv_rmsnorm,qwen3.5_9b_mixed_num_tokens256,"hidden_size=4096, num_heads=16, head_dim=256, dtype=bf16, num_tokens=256",0.0362,0.0324,0.8950,122.96,137.60
fused_q_kv_rmsnorm,qwen3.5_9b_prefill_num_tokens512,"hidden_size=4096, num_heads=16, head_dim=256, dtype=bf16, num_tokens=512",0.0355,0.0326,0.9183,251.42,273.14
fused_q_kv_rmsnorm,qwen3.5_9b_prefill_num_tokens1024,"hidden_size=4096, num_heads=16, head_dim=256, dtype=bf16, num_tokens=1024",0.0361,0.0327,0.9058,493.51,544.40
fused_q_kv_rmsnorm,qwen3.5_9b_prefill_num_tokens2048,"hidden_size=4096, num_heads=16, head_dim=256, dtype=bf16, num_tokens=2048",0.0398,0.0398,1.0000,894.89,895.78
fused_q_kv_rmsnorm,qwen3.5_9b_prefill_num_tokens4096,"hidden_size=4096, num_heads=16, head_dim=256, dtype=bf16, num_tokens=4096",0.0592,0.0564,0.9527,1204.33,1264.80
fused_q_kv_rmsnorm,qwen3.6_27b_decode_num_tokens1,"hidden_size=5120, num_heads=24, head_dim=256, dtype=bf16, num_tokens=1",0.0356,0.0328,0.9213,0.72,0.78
fused_q_kv_rmsnorm,qwen3.6_27b_decode_num_tokens8,"hidden_size=5120, num_heads=24, head_dim=256, dtype=bf16, num_tokens=8",0.0352,0.0322,0.9148,5.82,6.35
fused_q_kv_rmsnorm,qwen3.6_27b_decode_num_tokens32,"hidden_size=5120, num_heads=24, head_dim=256, dtype=bf16, num_tokens=32",0.0549,0.0313,0.5701,14.93,26.16
fused_q_kv_rmsnorm,qwen3.6_27b_decode_num_tokens64,"hidden_size=5120, num_heads=24, head_dim=256, dtype=bf16, num_tokens=64",0.0115,0.0338,2.9391,142.85,48.42
fused_q_kv_rmsnorm,qwen3.6_27b_mixed_num_tokens128,"hidden_size=5120, num_heads=24, head_dim=256, dtype=bf16, num_tokens=128",0.0357,0.0319,0.8936,91.77,102.85
fused_q_kv_rmsnorm,qwen3.6_27b_mixed_num_tokens256,"hidden_size=5120, num_heads=24, head_dim=256, dtype=bf16, num_tokens=256",0.0352,0.0317,0.9006,186.15,206.83
fused_q_kv_rmsnorm,qwen3.6_27b_prefill_num_tokens512,"hidden_size=5120, num_heads=24, head_dim=256, dtype=bf16, num_tokens=512",0.0365,0.0326,0.8932,359.53,402.26
fused_q_kv_rmsnorm,qwen3.6_27b_prefill_num_tokens1024,"hidden_size=5120, num_heads=24, head_dim=256, dtype=bf16, num_tokens=1024",0.0375,0.0346,0.9227,698.61,757.63
fused_q_kv_rmsnorm,qwen3.6_27b_prefill_num_tokens2048,"hidden_size=5120, num_heads=24, head_dim=256, dtype=bf16, num_tokens=2048",0.0513,0.0491,0.9571,1021.83,1068.15
fused_q_kv_rmsnorm,qwen3.6_27b_prefill_num_tokens4096,"hidden_size=5120, num_heads=24, head_dim=256, dtype=bf16, num_tokens=4096",0.0735,0.0765,1.0408,1426.35,1370.04
fused_q_kv_rmsnorm,qwen3.6_35b_a3b_decode_num_tokens1,"hidden_size=2048, num_heads=16, head_dim=256, dtype=bf16, num_tokens=1",0.0348,0.0322,0.9253,0.50,0.54
fused_q_kv_rmsnorm,qwen3.6_35b_a3b_decode_num_tokens8,"hidden_size=2048, num_heads=16, head_dim=256, dtype=bf16, num_tokens=8",0.0355,0.0323,0.9099,3.93,4.31
fused_q_kv_rmsnorm,qwen3.6_35b_a3b_decode_num_tokens32,"hidden_size=2048, num_heads=16, head_dim=256, dtype=bf16, num_tokens=32",0.0369,0.0319,0.8645,15.08,17.46
fused_q_kv_rmsnorm,qwen3.6_35b_a3b_decode_num_tokens64,"hidden_size=2048, num_heads=16, head_dim=256, dtype=bf16, num_tokens=64",0.0365,0.0318,0.8712,30.53,35.00
fused_q_kv_rmsnorm,qwen3.6_35b_a3b_mixed_num_tokens128,"hidden_size=2048, num_heads=16, head_dim=256, dtype=bf16, num_tokens=128",0.0370,0.0327,0.8838,60.23,68.20
fused_q_kv_rmsnorm,qwen3.6_35b_a3b_mixed_num_tokens256,"hidden_size=2048, num_heads=16, head_dim=256, dtype=bf16, num_tokens=256",0.0368,0.0320,0.8696,121.18,139.15
fused_q_kv_rmsnorm,qwen3.6_35b_a3b_prefill_num_tokens512,"hidden_size=2048, num_heads=16, head_dim=256, dtype=bf16, num_tokens=512",0.0376,0.0326,0.8670,236.98,273.26
fused_q_kv_rmsnorm,qwen3.6_35b_a3b_prefill_num_tokens1024,"hidden_size=2048, num_heads=16, head_dim=256, dtype=bf16, num_tokens=1024",0.0378,0.0333,0.8810,471.18,535.42
fused_q_kv_rmsnorm,qwen3.6_35b_a3b_prefill_num_tokens2048,"hidden_size=2048, num_heads=16, head_dim=256, dtype=bf16, num_tokens=2048",0.0405,0.0384,0.9481,880.28,928.49
fused_q_kv_rmsnorm,qwen3.6_35b_a3b_prefill_num_tokens4096,"hidden_size=2048, num_heads=16, head_dim=256, dtype=bf16, num_tokens=4096",0.0592,0.0566,0.9561,1203.73,1259.64
fused_q_kv_rmsnorm,qwen3.8-2.4t-a95b_decode_num_tokens1,"hidden_size=8192, num_heads=64, head_dim=256, dtype=bf16, num_tokens=1",0.0182,0.0326,1.7912,3.65,2.04
fused_q_kv_rmsnorm,qwen3.8-2.4t-a95b_decode_num_tokens8,"hidden_size=8192, num_heads=64, head_dim=256, dtype=bf16, num_tokens=8",0.0366,0.0325,0.8880,14.53,16.39
fused_q_kv_rmsnorm,qwen3.8-2.4t-a95b_decode_num_tokens32,"hidden_size=8192, num_heads=64, head_dim=256, dtype=bf16, num_tokens=32",0.0354,0.0324,0.9153,60.15,65.65
fused_q_kv_rmsnorm,qwen3.8-2.4t-a95b_decode_num_tokens64,"hidden_size=8192, num_heads=64, head_dim=256, dtype=bf16, num_tokens=64",0.0363,0.0327,0.9008,117.40,130.40
fused_q_kv_rmsnorm,qwen3.8-2.4t-a95b_mixed_num_tokens128,"hidden_size=8192, num_heads=64, head_dim=256, dtype=bf16, num_tokens=128",0.0352,0.0321,0.9119,241.96,265.70
fused_q_kv_rmsnorm,qwen3.8-2.4t-a95b_mixed_num_tokens256,"hidden_size=8192, num_heads=64, head_dim=256, dtype=bf16, num_tokens=256",0.0370,0.0333,0.9000,460.76,511.04
